"Date","Flow","Conc","Rainfall","ET"
1971-07-13,141.295296522141,132.131178103933,0.14,0.19
1971-07-14,128.797634963989,131.474862050269,0,0.185
1971-07-15,121.306628600121,131.048655606203,0,0.19
1971-07-16,110.128097443581,130.248206572634,0.375,0.18
1971-07-17,105.886651428223,129.879195145484,0.465,0.18
1971-07-18,106.462700196266,129.938292144195,0.275,0.17
1971-07-19,101.530577941895,129.50170209478,0.305,0.17
1971-07-20,98.537035369873,129.206331468391,0.495,0.18
1971-07-21,101.990165754318,129.506203038108,0.44,0.19
1971-07-22,110.447601226807,130.15692177562,0.625,0.18
1971-07-23,122.28416125679,130.886862991083,0.87,0.17
1971-07-24,169.268182313919,132.923931282523,0.955,0.18
1971-07-25,231.554793334961,134.530278874144,0.155,0.17
1971-07-26,265.510511081696,135.112478823645,0.005,0.17
1971-07-27,250.070174287796,134.946889649654,0.01,0.175
1971-07-28,229.448962556839,134.617339417784,0.1,0.165
1971-07-29,210.536646087646,134.248435668761,0.035,0.17
1971-07-30,193.772866882324,133.902094863677,0.005,0.17
1971-07-31,177.005066589355,133.4420977635,0.12,0.16
1971-08-01,164.441648160934,147.453205885383,0.615,0.155
1971-08-02,161.194570236206,147.311627401825,0,0.16
1971-08-03,163.050328796387,147.422438965526,0.025,0.175
1971-08-04,153.075488130569,147.088395021104,0.09,0.19
1971-08-05,142.124492031097,146.650114770866,0.5,0.18
1971-08-06,134.684728975296,146.318992579091,0.23,0.18
1971-08-07,126.6682022686,145.939699839008,0,0.18
1971-08-08,114.499931808472,145.214932865131,0,0.18
1971-08-09,105.519876191139,144.576929237842,0.105,0.17
1971-08-10,96.3347609405518,143.782001841113,0.125,0.17
1971-08-11,90.89044024086,143.245012452213,0.01,0.185
1971-08-12,90.5317616415024,143.213822251082,0.265,0.16
1971-08-13,84.1086430425644,142.452433403598,0.34,0.13
1971-08-14,88.3211488800049,142.938302113598,0.425,0.15
1971-08-15,115.460177841187,145.281628128496,0.035,0.155
1971-08-16,130.798217178345,146.197261614884,0.135,0.17
1971-08-17,122.528870651245,145.747565705168,0.045,0.16
1971-08-18,115.022190720558,145.285257519404,0.015,0.15
1971-08-19,115.487606322289,145.33169510177,0.025,0.14
1971-08-20,106.274167463303,144.673244806781,0.02,0.14
1971-08-21,98.685696565628,144.170364996658,0,0.15
1971-08-22,90.4534912958145,143.718236130411,0,0.16
1971-08-23,83.4405392999649,142.959707627649,0.73,0.16
1971-08-24,81.1622363681793,142.370404662521,0.305,0.17
1971-08-25,79.6441176815033,142.413645191151,0,0.16
1971-08-26,73.3058454608917,141.494858991906,0.21,0.17
1971-08-27,72.5201970663071,140.794904793665,0.69,0.17
1971-08-28,97.7687205667496,143.933602889703,0.01,0.16
1971-08-29,121.682384688377,145.705437325482,0.69,0.16
1971-08-30,136.700213134766,146.481501101445,0.085,0.13
1971-08-31,152.761741836548,147.171098666312,0.01,0.15
1971-09-01,149.338022795677,172.019877094743,0.355,0.16
1971-09-02,149.367154067993,171.922754014715,0.68,0.15
1971-09-03,187.383310791016,173.741463030669,0.075,0.15
1971-09-04,215.462183197021,174.706298840885,0.065,0.15
1971-09-05,203.498511869431,174.357980974999,0.19,0.145
1971-09-06,192.668700803757,173.910847057306,0.93,0.15
1971-09-07,202.691964326859,174.149186097858,0.045,0.15
1971-09-08,214.013460752487,174.516954108898,0.37,0.14
1971-09-09,220.89217184639,174.59799445809,0.92,0.12
1971-09-10,262.683523805618,175.502454994504,0.125,0.125
1971-09-11,285.650233066559,176.004933107792,0,0.155
1971-09-12,286.126915287018,175.979882669918,0.755,0.145
1971-09-13,293.083263391495,176.018671347622,0.21,0.15
1971-09-14,313.68825617218,176.365763402612,0.135,0.12
1971-09-15,300.545633205414,176.191635283199,0.015,0.13
1971-09-16,286.810153751373,176.035195983002,0,0.16
1971-09-17,264.266087652206,175.672360497358,0,0.14
1971-09-18,243.726536802292,175.284327884097,0,0.16
1971-09-19,223.184498447418,174.813017078367,0,0.15
1971-09-20,203.324103027344,174.286118203325,0,0.15
1971-09-21,186.656262022018,173.709324998311,0,0.15
1971-09-22,172.119110795975,173.138677161533,0.02,0.145
1971-09-23,157.393210447311,172.443337642999,0.01,0.14
1971-09-24,147.115627323151,171.884507750624,0.01,0.14
1971-09-25,134.606029949188,171.05186327978,0.005,0.13
1971-09-26,125.220246370316,170.32857675522,0,0.125
1971-09-27,116.304109189987,169.519968417727,0.01,0.14
1971-09-28,107.759939436913,168.658563296151,0.015,0.14
1971-09-29,98.9821552114487,167.860384474347,0.055,0.14
1971-09-30,93.5536031932831,167.500311431195,0.09,0.135
1971-10-01,89.1555850439072,239.923977423792,0.01,0.145
1971-10-02,98.2715906076431,241.705068090913,0.83,0.14
1971-10-03,127.390564210892,248.776367905707,0,0.14
1971-10-04,159.991260425568,253.736747202104,0,0.14
1971-10-05,148.154737384796,252.230078497015,0,0.12
1971-10-06,136.980791034698,250.545802444998,0.09,0.13
1971-10-07,127.06151940918,248.79903227592,0.265,0.125
1971-10-08,119.178269258499,247.194937082085,0.05,0.12
1971-10-09,113.775479795456,245.991026258447,0.15,0.12
1971-10-10,109.002317580223,245.277333937535,0.005,0.12
1971-10-11,102.502611083984,242.969179311469,1.155,0.105
1971-10-12,128.50039632988,248.903425803741,0.07,0.105
1971-10-13,156.319491760254,253.120438060502,0.33,0.115
1971-10-14,151.317560819626,252.335393578161,0.01,0.12
1971-10-15,153.453212172508,252.72108862428,0.165,0.13
1971-10-16,144.388765394211,251.489315059778,0.03,0.12
1971-10-17,131.900181657791,249.550464230397,0.175,0.12
1971-10-18,124.700902891159,248.209993042285,0.035,0.11
1971-10-19,115.251082533836,246.228267488477,0.04,0.11
1971-10-20,110.288423752785,245.02982156267,0.055,0.12
1971-10-21,113.818290433884,245.956525540836,0.065,0.11
1971-10-22,117.61049566555,246.746225428377,0.32,0.11
1971-10-23,118.74817372036,246.899793269804,0.03,0.12
1971-10-24,124.307978973389,248.086025292236,0.245,0.12
1971-10-25,123.647179139137,247.948926261247,0,0.125
1971-10-26,126.753424882889,248.627613461385,0,0.13
1971-10-27,118.008106308937,246.875272575469,0,0.13
1971-10-28,108.868557753563,244.722498653925,0.055,0.12
1971-10-29,101.255817246437,242.513480692099,0.6,0.1
1971-10-30,114.238332963943,245.83861852097,0.19,0.105
1971-10-31,137.357964984894,250.331337348806,0.18,0.105
1971-11-01,110.539976387501,137.39165557584,0.15,0.1
1971-11-02,165.303783801079,141.863721869022,0.475,0.09
1971-11-03,186.389947664261,142.460666073097,1.89,0.11
1971-11-04,314.403799560547,145.498843507644,0.815,0.11
1971-11-05,469.150502807617,147.156600473966,1.35,0.08
1971-11-06,547.419231323242,147.622644998779,0.155,0.08
1971-11-07,563.058166931152,147.759712519173,0,0.11
1971-11-08,504.843236209869,147.414118015571,0.345,0.105
1971-11-09,515.810251548767,147.522300478428,0.14,0.09
1971-11-10,510.168103401184,147.520389385133,0,0.105
1971-11-11,445.92137878418,147.095705093671,0,0.115
1971-11-12,426.69916488266,146.97215121179,0,0.125
1971-11-13,418.841583288193,146.985063609847,0,0.125
1971-11-14,383.135981508255,146.660061048505,0,0.105
1971-11-15,371.06982449913,146.588272306416,0,0.09
1971-11-16,350.433296972275,146.386397134233,0,0.09
1971-11-17,329.539205755234,146.140576317596,0,0.09
1971-11-18,311.30964661026,145.908942150262,0,0.095
1971-11-19,293.763314388275,145.652261484248,0,0.1
1971-11-20,274.1333496418,145.319263241441,0,0.11
1971-11-21,250.517807954788,144.853856339535,0,0.11
1971-11-22,231.638490386963,144.367801989704,0,0.115
1971-11-23,212.549320495605,143.840789111921,0,0.1
1971-11-24,197.095602479935,143.3144241363,0.005,0.095
1971-11-25,181.655377504349,142.701190646497,0.015,0.105
1971-11-26,170.10452233696,142.165416195672,0,0.115
1971-11-27,157.186772876739,141.481127167613,0,0.105
1971-11-28,146.347274518013,140.789963556987,0,0.11
1971-11-29,133.591279695511,139.848272409952,0.02,0.09
1971-11-30,125.439421674728,139.138614922173,0.03,0.085
1971-12-01,118.875371473312,118.831458666122,0,0.085
1971-12-02,109.820939193726,118.491212803563,0,0.08
1971-12-03,104.597829926491,118.266968433973,0,0.07
1971-12-04,97.7943095226288,118.052901086294,0,0.1
1971-12-05,93.4401431570053,117.846623988781,0,0.11
1971-12-06,86.8894480190277,117.574914168926,0.05,0.09
1971-12-07,82.8391009063721,117.445286450943,0.055,0.08
1971-12-08,79.4978002033234,117.11839458983,0,0.1
1971-12-09,77.9909559230804,117.210353196608,0,0.1
1971-12-10,72.5165421276093,116.910421540716,0,0.09
1971-12-11,69.1388231105804,116.802051463802,0,0.1
1971-12-12,64.9929705266952,116.474480567453,0,0.09
1971-12-13,62.8334229888916,116.366654144691,0,0.1
1971-12-14,57.839614982605,115.897863914456,0.04,0.08
1971-12-15,57.5352549133301,115.928394139804,0,0.07
1971-12-16,54.3455023345947,115.658976204365,0,0.09
1971-12-17,53.8727656707764,115.699126047462,0,0.08
1971-12-18,50.9417360420227,115.345468719836,0,0.09
1971-12-19,48.7617213392258,115.221401987932,0,0.06
1971-12-20,46.5727216711044,115.026081797803,0,0.08
1971-12-21,45.2160044393539,114.811183145998,0.035,0.1
1971-12-22,45.7634020605087,113.773061677134,1.23,0.08
1971-12-23,76.9158381729126,116.552913221478,1.07,0.07
1971-12-24,173.952204832077,120.127965744304,0.04,0.07
1971-12-25,232.348337339401,120.85209704724,0.015,0.08
1971-12-26,218.527351045609,120.720571178466,0.015,0.08
1971-12-27,202.836025577545,120.553079244851,0.015,0.095
1971-12-28,187.986693328857,120.359877252677,0,0.08
1971-12-29,172.679032625198,120.13066520278,0,0.08
1971-12-30,160.56130639267,119.915975640155,0,0.1
1971-12-31,148.448953022003,119.671549731258,0,0.1
1972-01-01,137.958948395729,90.0514782685231,0.055,0.105
1972-01-02,127.584486160278,89.7576484725099,0.14,0.095
1972-01-03,122.110307570457,89.5460811552653,0,0.1
1972-01-04,117.966994951248,89.459192489061,0,0.1
1972-01-05,113.317400300026,89.4223432633935,0,0.105
1972-01-06,105.334559950829,89.2487798675156,0,0.1
1972-01-07,97.8415938091278,88.8825747714756,0,0.095
1972-01-08,91.4503296041489,88.7101362368787,0,0.08
1972-01-09,86.3760282430649,88.361178316448,0.21,0.085
1972-01-10,82.3778222494125,88.064153531825,0,0.09
1972-01-11,80.3301914978027,88.0103637816757,0,0.1
1972-01-12,84.8573548755646,88.434492935098,0,0.1
1972-01-13,80.5251591720581,88.309475388849,0,0.09
1972-01-14,75.8913895797729,88.0213053943246,0,0.105
1972-01-15,71.9399241333008,87.845945342271,0.11,0.11
1972-01-16,67.4902919597626,87.4305364166579,0.015,0.1
1972-01-17,64.3877309799194,87.1685111966421,0,0.07
1972-01-18,61.8647429513931,86.9885816497383,0,0.08
1972-01-19,56.4665955886841,86.5670074208558,0,0.11
1972-01-20,55.6774112701416,86.4106330504226,0,0.09
1972-01-21,51.376855887413,86.0950652131573,0,0.09
1972-01-22,50.7149638290405,85.7970805882194,0.21,0.09
1972-01-23,49.8800144090652,85.23885775668,0.395,0.09
1972-01-24,57.3706912527084,85.7188189008794,0.11,0.105
1972-01-25,63.8339902734756,86.4395609726822,0.02,0.105
1972-01-26,72.0473583669663,87.4121336651693,0.02,0.1
1972-01-27,69.8062094659805,87.1890021363474,0.17,0.1
1972-01-28,66.9383089141846,86.9253942486019,0,0.11
1972-01-29,67.087556640625,87.0665764335445,0,0.115
1972-01-30,62.2386460723877,86.7486476261395,0,0.12
1972-01-31,58.9949606246948,86.4513317620367,0.015,0.12
1972-02-01,55.77047996521,102.768936951518,0.05,0.11
1972-02-02,53.4492969970703,101.814963350071,0.125,0.095
1972-02-03,54.0011260690689,101.760206891983,0.07,0.105
1972-02-04,56.0894494009018,102.614948411572,0.04,0.115
1972-02-05,53.950939414978,102.320481021637,0,0.12
1972-02-06,51.6427265863419,101.860306857434,0,0.11
1972-02-07,49.2069775419235,101.599949257673,0,0.125
1972-02-08,46.578098938942,100.832353880766,0,0.11
1972-02-09,43.6775155978203,99.4942599607576,0.46,0.08
1972-02-10,52.337162062645,101.084772663366,0.085,0.09
1972-02-11,66.2835197973251,104.190373624368,0.09,0.1
1972-02-12,73.7951257858276,105.624105739987,0.015,0.115
1972-02-13,69.1716669063568,105.245005088496,0.015,0.115
1972-02-14,67.0217372903824,105.164009192687,0.015,0.125
1972-02-15,61.9851636972427,104.363987071308,0,0.135
1972-02-16,58.7167041559219,103.802733630229,0.05,0.12
1972-02-17,54.2539338531494,102.937848642989,0.075,0.11
1972-02-18,54.3916867218018,103.262546425225,0.02,0.11
1972-02-19,52.7978824777603,102.827972315544,0,0.13
1972-02-20,48.800834236145,102.410244327582,0,0.125
1972-02-21,46.4087880105972,101.507180975111,0,0.135
1972-02-22,42.5570633878708,101.041841078625,0,0.13
1972-02-23,40.0252789878845,100.092666023904,0,0.14
1972-02-24,36.5174425125122,98.9323406500615,0,0.14
1972-02-25,35.2400744009018,98.8174826098651,0,0.14
1972-02-26,32.895437538147,97.9334217958541,0,0.14
1972-02-27,30.8424571299553,97.0386339119192,0,0.13
1972-02-28,30.9767108578682,97.4427814065342,0,0.14
1972-02-29,29.0055760879517,96.723351762606,0,0.14
1972-03-01,27.5030236988068,105.694438766609,0.045,0.13
1972-03-02,26.8042926139832,105.198633318845,0,0.14
1972-03-03,27.1639385356903,105.093255830795,0.315,0.14
1972-03-04,28.1505297164917,105.183089765449,0,0.14
1972-03-05,33.6061202921867,106.309180614824,0.275,0.15
1972-03-06,32.3962379684448,104.978916978253,0,0.12
1972-03-07,39.9618504834175,107.509489876726,0,0.12
1972-03-08,42.7646563868523,107.333096782214,1.17,0.135
1972-03-09,67.733727022171,110.194392479888,0.37,0.14
1972-03-10,94.0347182779312,112.107193413341,0,0.13
1972-03-11,87.4481878290176,111.856255073406,0,0.12
1972-03-12,80.9445741405487,111.55091816738,0,0.13
1972-03-13,75.6782473611832,111.311906653331,0,0.15
1972-03-14,69.248951125145,110.956585182456,0,0.165
1972-03-15,62.9428017420769,110.562193999349,0,0.15
1972-03-16,59.0395451192856,110.275846451818,0.035,0.16
1972-03-17,54.9214165501595,109.852919759679,0,0.15
1972-03-18,50.6689701385498,109.511590290921,0,0.17
1972-03-19,49.1380331010818,109.427103614203,0.035,0.14
1972-03-20,43.8432951359749,108.711070065839,0,0.16
1972-03-21,41.7427899518013,108.490951565075,0,0.125
1972-03-22,39.0569177856445,107.912392744575,0,0.16
1972-03-23,34.6651164784431,107.260719397301,0,0.17
1972-03-24,33.9878157277107,107.271189728954,0,0.19
1972-03-25,32.5681721119881,107.033699254538,0,0.19
1972-03-26,30.47004992342,106.611095277093,0,0.16
1972-03-27,28.1536513514519,106.094117795218,0,0.175
1972-03-28,25.1665569190979,105.065003143834,0,0.19
1972-03-29,25.1451279702187,105.271925031675,0,0.17
1972-03-30,23.159392431736,104.605812384566,0.005,0.16
1972-03-31,24.4341936502457,101.469946271129,1.67,0.13
1972-04-01,69.9398554935455,168.474470392889,0.72,0.12
1972-04-02,145.835790007591,181.848968792617,0,0.15
1972-04-03,180.859648146629,184.486099863211,0,0.18
1972-04-04,166.49242328167,184.230696878161,0,0.17
1972-04-05,151.63238037014,183.274216518541,0.05,0.155
1972-04-06,140.567495923042,182.669945813343,0.02,0.17
1972-04-07,128.672357589722,181.813754149519,0,0.185
1972-04-08,119.327810348511,181.184659550117,0,0.2
1972-04-09,107.535076856613,179.816874541719,0.385,0.14
1972-04-10,104.785299561501,178.639465125403,0.085,0.13
1972-04-11,109.512789796829,179.60847529648,0,0.17
1972-04-12,111.049897565842,180.39192023611,0,0.17
1972-04-13,101.222080979347,179.092522187098,0,0.18
1972-04-14,93.2596693115234,178.55369209154,0,0.18
1972-04-15,85.4774789199829,177.460019655301,0,0.16
1972-04-16,76.1979804782867,176.026015197478,0,0.16
1972-04-17,69.5468319787979,174.197543904454,0.065,0.18
1972-04-18,64.0186015253067,173.508274235421,0.03,0.21
1972-04-19,58.6207244338989,171.543562163726,0,0.15
1972-04-20,59.3414171447754,172.49124422917,0,0.15
1972-04-21,56.9797216033936,172.489217847428,0.025,0.16
1972-04-22,52.0803594207764,170.361669955236,0,0.17
1972-04-23,48.6941527256966,167.856442774501,0.595,0.175
1972-04-24,48.3792837786674,166.132306433676,0.1,0.17
1972-04-25,51.6353863296509,166.992742487808,0.17,0.16
1972-04-26,52.9082158966064,168.071680398122,0.045,0.16
1972-04-27,58.0035157699585,170.82562413863,0,0.15
1972-04-28,60.2756722345352,172.042344655381,0.005,0.15
1972-04-29,62.8453762893677,162.769741729822,3.395,0.12
1972-04-30,175.084605800629,181.799834446311,3.15,0.15
1972-05-01,423.467217498779,148.47548735229,0.055,0.155
1972-05-02,540.119984806061,149.294822175496,0.015,0.165
1972-05-03,456.922140716553,148.871799263208,0,0.165
1972-05-04,404.925472597122,148.533036090549,0,0.195
1972-05-05,384.901264127731,148.420757327418,0,0.16
1972-05-06,382.730008575439,148.474906042136,0,0.14
1972-05-07,358.453954280853,148.269055452729,0.155,0.14
1972-05-08,341.570401031494,148.107755827738,0,0.15
1972-05-09,320.363485958099,147.934764845692,0.02,0.18
1972-05-10,301.862411003113,147.716568708651,0.08,0.175
1972-05-11,284.293309473038,147.520557098818,0.05,0.15
1972-05-12,268.828155857086,147.236186203231,0.41,0.14
1972-05-13,256.645796325684,146.952685655394,0.055,0.13
1972-05-14,265.296017360687,147.000500330652,0.825,0.15
1972-05-15,264.236774261475,146.78152167408,0.43,0.17
1972-05-16,290.850488891602,147.188597381961,0.845,0.175
1972-05-17,313.245921718597,147.470479704951,0.4,0.18
1972-05-18,335.252883964539,147.723206446157,0.48,0.16
1972-05-19,350.519071964264,147.902508895598,0.115,0.15
1972-05-20,353.570347717285,147.958153285014,0.23,0.17
1972-05-21,347.894229549408,147.943305351723,0.095,0.19
1972-05-22,353.385220066071,148.056318907227,0.105,0.185
1972-05-23,335.349265134811,147.886761098129,0.06,0.185
1972-05-24,321.52225692749,147.805499762308,0,0.175
1972-05-25,304.893678153992,147.615271777291,0.125,0.195
1972-05-26,292.410115413666,147.308710871485,1.09,0.19
1972-05-27,335.166536842346,147.811221768486,0,0.185
1972-05-28,354.111829948425,148.088864785318,0.105,0.185
1972-05-29,346.449413356781,148.057746764333,0.455,0.18
1972-05-30,337.204819423676,147.767760213893,0.93,0.19
1972-05-31,334.581300693512,147.521596112371,0.18,0.185
1972-06-01,416.289648471832,147.158578328403,1.14,0.16
1972-06-02,402.316093147278,146.91881268084,0.265,0.16
1972-06-03,441.922863525391,147.357662742871,0.035,0.16
1972-06-04,371.935612148285,146.691330196428,0.4,0.155
1972-06-05,387.084903388977,146.754747969451,0.885,0.14
1972-06-06,470.507184482574,147.418027411013,0.095,0.16
1972-06-07,486.560357517242,147.648133793933,0,0.185
1972-06-08,440.624311027527,147.321059947316,0.275,0.18
1972-06-09,404.217388061523,146.940163185791,0.565,0.17
1972-06-10,455.8795430336,147.318633959947,1.005,0.175
1972-06-11,528.136129600525,147.717908875532,0.95,0.175
1972-06-12,575.773043750763,147.930958540613,0.415,0.16
1972-06-13,601.480914611816,148.080293132856,0.285,0.135
1972-06-14,571.045575706482,147.947481884589,0.42,0.155
1972-06-15,562.403320034027,147.909864016168,0.21,0.13
1972-06-16,544.600590896606,147.788427998535,0.97,0.145
1972-06-17,547.499901851654,147.711316498956,1.305,0.145
1972-06-18,585.981720031738,147.795447573066,0.92,0.12
1972-06-19,615.105773593903,147.918029671057,0.465,0.125
1972-06-20,659.220792655945,148.168642125069,0.12,0.15
1972-06-21,626.659756038666,148.120681015284,0,0.165
1972-06-22,584.632428970337,147.992088500816,0,0.16
1972-06-23,542.068463436127,147.848482302053,0,0.17
1972-06-24,500.136166229248,147.689580085514,0,0.18
1972-06-25,464.640858337402,147.459940958792,0.45,0.175
1972-06-26,439.082934017181,147.247393094387,0.01,0.175
1972-06-27,406.144844661713,147.079679359455,0,0.18
1972-06-28,372.618670265198,146.810328850607,0,0.19
1972-06-29,353.099597564697,146.710988424495,0,0.195
1972-06-30,333.570546268463,146.546380542442,0,0.19
1972-07-01,312.218123722076,135.407462641612,0,0.195
1972-07-02,290.57475876236,135.238176967028,0,0.19
1972-07-03,273.025673768997,135.070599758522,0,0.19
1972-07-04,251.337297239304,134.793934585543,0,0.19
1972-07-05,227.290520265579,134.419567582621,0.07,0.19
1972-07-06,208.956471986771,134.050828686375,0.18,0.18
1972-07-07,193.241955722809,133.701106692751,0,0.19
1972-07-08,178.681489656448,133.294756615927,0.145,0.18
1972-07-09,166.167085447311,132.932851396673,0.085,0.165
1972-07-10,159.3300435009,132.635919280931,0.385,0.16
1972-07-11,152.146432041168,132.280880626988,0.05,0.2
1972-07-12,158.862469480515,132.67635510744,0,0.16
1972-07-13,155.419515666962,132.568472037453,0.04,0.17
1972-07-14,145.085912492752,132.177281280543,0.04,0.16
1972-07-15,135.704756732941,131.752407958851,0,0.16
1972-07-16,128.141831417084,131.347756396785,0.28,0.15
1972-07-17,124.306923307419,131.080258013217,0.315,0.15
1972-07-18,133.512348646164,131.621737829369,0.315,0.14
1972-07-19,144.896495182037,132.056314292542,1,0.15
1972-07-20,200.672630096436,133.837856670297,0.565,0.16
1972-07-21,279.493744594574,135.306318621401,0.12,0.14
1972-07-22,278.527994045258,135.326272023421,0.01,0.16
1972-07-23,257.965962520599,135.075323847241,0,0.17
1972-07-24,236.315600925446,134.760441649331,0.195,0.17
1972-07-25,217.449413602829,134.429382138305,0.135,0.17
1972-07-26,199.390499237061,134.0575085392,0.025,0.17
1972-07-27,183.636466701508,133.666899095633,0,0.15
1972-07-28,167.326686267853,133.175884008503,0,0.155
1972-07-29,155.549864002228,132.778097021702,0,0.16
1972-07-30,141.183581237793,132.154923929236,0.04,0.17
1972-07-31,133.231479385376,131.709488117413,0.685,0.17
1972-08-01,162.195466644287,147.437619636425,0.09,0.14
1972-08-02,177.939076967239,147.945576009393,0.01,0.17
1972-08-03,163.896824144363,147.55183468437,0,0.19
1972-08-04,150.407959730148,147.081002614684,0,0.18
1972-08-05,137.057793457031,146.527655562922,0,0.17
1972-08-06,125.491864713669,145.941445941428,0,0.17
1972-08-07,114.946219985962,145.300473129891,0,0.17
1972-08-08,103.390663909912,144.700335209343,0,0.16
1972-08-09,97.2461882324219,144.454230293076,0,0.17
1972-08-10,99.1955337219238,144.957401408735,0,0.155
1972-08-11,92.6038383045197,144.075339838049,0.39,0.15
1972-08-12,93.8168255310059,143.913944243375,0.085,0.17
1972-08-13,95.5406068592071,144.096135294459,0.475,0.18
1972-08-14,95.6700530414581,143.749421079305,0.13,0.16
1972-08-15,130.312649168015,146.206671937145,0.065,0.16
1972-08-16,125.178628831863,145.930300875851,0.28,0.17
1972-08-17,120.151165740967,145.625118758994,0.355,0.17
1972-08-18,129.603312242508,146.16276184329,0.395,0.16
1972-08-19,141.002201417923,146.719288292377,0.035,0.17
1972-08-20,132.763527524948,146.332927653625,0.035,0.17
1972-08-21,121.871993362427,145.981333198222,0.035,0.18
1972-08-22,113.011166410446,145.245062273139,0.245,0.17
1972-08-23,106.679912431717,144.730495304462,0.185,0.175
1972-08-24,116.507605939865,145.4017271714,0.23,0.17
1972-08-25,126.54608310318,146.030706169518,0.09,0.17
1972-08-26,120.108906633377,145.782036216723,0.015,0.14
1972-08-27,111.186264663696,145.328047789865,0.08,0.15
1972-08-28,103.606599332809,144.798823877053,0.335,0.16
1972-08-29,99.7630929279327,144.528264935885,0.125,0.17
1972-08-30,96.4801919841766,143.901746674452,0.38,0.16
1972-08-31,93.9067259216309,143.559241589092,0.115,0.165
1972-09-01,114.607482589722,169.342244109132,0.015,0.17
1972-09-02,115.101542359352,169.396708108018,0.6,0.16
1972-09-03,112.780658186913,169.162442456087,0,0.16
1972-09-04,102.334017912865,168.184596599069,0,0.145
1972-09-05,93.7836196279526,167.32662174459,0.075,0.14
1972-09-06,87.4036086101532,166.467402175864,0.015,0.16
1972-09-07,82.3885652227402,165.680148136345,0.23,0.15
1972-09-08,79.0971775960922,165.076461046979,0.065,0.14
1972-09-09,76.4735835933685,165.031282970529,0.03,0.15
1972-09-10,71.6435958404541,163.299576248425,0.365,0.14
1972-09-11,77.2313971481323,163.955447698456,0.035,0.135
1972-09-12,95.3169315929413,167.391635944202,0.06,0.14
1972-09-13,89.1888010635376,166.630287262174,0.085,0.13
1972-09-14,84.681905008316,166.358643506832,0,0.13
1972-09-15,80.5786446008682,165.789505135679,0.13,0.15
1972-09-16,75.3737942972183,165.257159342639,0,0.15
1972-09-17,68.6373683757782,164.303170740478,0,0.15
1972-09-18,62.9832322559357,163.423489666453,0,0.14
1972-09-19,58.9165973291397,162.762057130345,0,0.15
1972-09-20,54.756425819397,161.622100264202,0,0.14
1972-09-21,50.6495498733521,161.226412544832,0,0.14
1972-09-22,47.1110252428055,159.732203684966,0.005,0.14
1972-09-23,45.1487851839066,159.688622429085,0.005,0.14
1972-09-24,42.472295630455,157.480325816497,0.42,0.11
1972-09-25,51.4983315439224,160.276646816502,0,0.11
1972-09-26,64.1975060892105,164.820913600019,0.02,0.12
1972-09-27,59.8799492120743,164.098715562414,0.01,0.13
1972-09-28,58.0295321798325,164.060734087165,0,0.13
1972-09-29,52.0093154220581,162.778863443777,0,0.13
1972-09-30,51.3698587961197,162.676791683084,0,0.16
1972-10-01,47.3313661727905,228.162360888964,0,0.15
1972-10-02,43.1727570161819,226.392867796104,0,0.14
1972-10-03,41.3176844787598,222.542481097088,0.325,0.115
1972-10-04,47.4752719125748,222.345700525713,1.16,0.115
1972-10-05,78.7437272567749,238.804194845409,0.505,0.11
1972-10-06,110.797877365112,248.388353230505,0.02,0.13
1972-10-07,113.496942657471,249.90036913086,0,0.15
1972-10-08,106.178484862328,248.414997718924,0,0.15
1972-10-09,96.8280358448029,247.633935111819,0,0.16
1972-10-10,88.4881415863037,245.514968686803,0,0.14
1972-10-11,80.3465144062042,244.035310317552,0.015,0.11
1972-10-12,74.0346480417251,241.094544287779,0.16,0.1
1972-10-13,68.6534881076813,238.955403900651,0,0.11
1972-10-14,66.2084929733276,238.012658121402,0,0.11
1972-10-15,60.6450667190552,236.213388419426,0,0.14
1972-10-16,57.4228323297501,235.129670484669,0.05,0.13
1972-10-17,52.4073133687973,231.91013405143,0,0.14
1972-10-18,50.564181014061,230.522546676714,0,0.135
1972-10-19,48.228249121666,229.361023626613,0.305,0.13
1972-10-20,45.1457892532349,223.884920265515,0.33,0.12
1972-10-21,53.3632910165787,229.90035018897,0.01,0.11
1972-10-22,59.7285989236832,235.406723185977,0,0.1
1972-10-23,59.309715798378,236.81903744403,0,0.12
1972-10-24,61.5768267059326,237.609804944031,0,0.13
1972-10-25,61.0075442657471,239.610894944166,0,0.12
1972-10-26,56.5791118927002,236.921519663905,0,0.12
1972-10-27,52.8925161895752,235.281018099825,0,0.105
1972-10-28,48.2759617462158,231.94939077016,0,0.11
1972-10-29,46.6425700569153,232.823448739534,0,0.11
1972-10-30,40.9318148651123,226.523113163848,0,0.11
1972-10-31,40.2119215784073,227.375683016622,0,0.1
1972-11-01,8.91656875610352,52,0,0.1
1972-11-02,45.5573458518982,132.302251362497,0.005,0.08
1972-11-03,37.0053987579346,128.144488392239,0,0.1
1972-11-04,34.8262706599236,126.216920187667,0.255,0.12
1972-11-05,33.8929952962399,126.179371042382,0.03,0.11
1972-11-06,35.1636409909725,126.179485660185,0.11,0.095
1972-11-07,39.1068203744888,126.968043063664,0.445,0.08
1972-11-08,68.2850425114632,136.4619357677,0.05,0.09
1972-11-09,141.808922645092,144.183595840044,0,0.11
1972-11-10,132.782905258179,143.788505360145,0,0.11
1972-11-11,123.252555229664,143.316296616915,0,0.105
1972-11-12,111.885283492088,142.844920037252,0,0.105
